Name|Description
knight-of-the-crown|Source: Dragonlance: Shadow of the Dragon QueenPrerequisite: 4th Level,Squire of SolamniaFeatYou are a Knight of Solamnia aligned with the Order of the Crown, a group that extols the virtues of cooperation, loyalty, and obedience. You excel in group combat and gain these benefits:Ability Score Increase.Increase your Strength, Dexterity, or Constitution score by 1, to a maximum of 20.Commanding Rally.As a bonus action, you can command one ally within 30 feet of yourself to attack. If that ally can see or hear you, they can immediately make one weapon attack as a reaction. If the attack hits, the ally can roll a d8 and add the number rolled as a bonus to the attack's damage roll. You can use this bonus action a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest.
knight-of-the-sword|Source: Dragonlance: Shadow of the Dragon QueenPrerequisite: 4th Level,Squire of SolamniaFeatYou are a Knight of Solamnia aligned with the Order of the Sword, a group devoted to heroism and courage. Bravery steels your spirit, granting you these benefits:Ability Score IncreaseIncrease your Intelligence, Wisdom, or Charisma score by 1, to a maximum of 20.Demoralizing Strike.Once per turn, when you hit a creature with a weapon attack roll, you can attempt to frighten that target. The target must make a Wisdom saving throw (DC equals 8 + your proficiency bonus + the ability modifier of the score increased by this feat). On a failed save, the target is frightened of you until the end of your next turn. On a successful save, the target has disadvantage on the next attack roll it makes before the end of its next turn. You can use this benefit a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest.
knight-of-the-rose|Source: Dragonlance: Shadow of the Dragon QueenPrerequisite: 4th Level,Squire of SolamniaFeatYou are a Knight of Solamnia aligned with the Order of the Rose, a group known for leadership, justice, and wisdom. Your resolve grants you these benefits:Ability Score Increase.Increase your Constitution, Wisdom, or Charisma score by 1, to a maximum of 20.Bolstering Rally.As a bonus action, you can encourage one creature you can see within 30 feet of yourself (you can choose yourself). If the target can see or hear you, the target gains temporary hit points equal to 1d8 + your proficiency bonus + the ability modifier of the ability score increased by this feat. You can use this bonus action a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest.
lightly-armored|Source: Player's HandbookYou have trained to master the use of light armor, gaining the following benefits.Increase your Strength or Dexterity score by 1, to a maximum of 20.You gain proficiency with light armor.
linguist|Source: Player's HandbookYou have studied languages and codes, gaining the following benefits:Increase your Intelligence score by 1, to a maximum of 20.You learn three languages of your choice.You can ably create written ciphers. Others can't decipher a code you create unless you teach them, they succeed on an Intelligence check (DC equal to your Intelligence score + your proficiency bonus), or they use magic to decipher it.
lucky|Source: Player's HandbookYou have inexplicable luck that seems to kick in at just the right moment.You have 3 luck points. Whenever you make an attack roll, an ability check, or a saving throw, you can spend one luck point to roll an additional d20. You can choose to spend one of your luck points after you roll the die, but before the outcome is determined. You choose which of the d20s is used for the attack roll, ability check, or saving throw.You can also spend one luck point when an attack roll is made against you. Roll a d20 and then choose whether the attack uses the attacker's roll or yours.If more than one creature spends a luck point to influence the outcome of a roll, the points cancel each other out; no additional dice are rolled.You regain your expended luck points when you finish a long rest.
mage-slayer|Source: Player's HandbookYou have practiced techniques in melee combat against spellcasters, gaining the following benefits.When a creature within 5 feet of you casts a spell, you can use your reaction to make a melee weapon attack against that creature.When you damage a creature that is concentrating on a spell, that creature has disadvantage on the saving throw it makes to maintain its concentration.You have advantage on saving throws against spells cast by creatures within 5 feet of you.
magic-initiate|Source: Player's HandbookChoose a class: bard, cleric, druid, sorcerer, warlock, or wizard. You learn two cantrips of your choice from that class's spell list.In addition, choose one 1st-level spell to learn from that same list. Using this feat, you can cast the spell once at its lowest level, and you must finish a long rest before you can cast it in this way again.Your spellcasting ability for these spells depends on the class you chose: Charisma for bard, sorcerer, or warlock; Wisdom for cleric or druid; or Intelligence for wizard.
martial-adept|Source: Player's HandbookYou have martial training that allows you to perform special combat maneuvers. You gain the following benefits.You learn twomaneuversof your choice from among those available to the Battle Master archetype in the fighter class. If a maneuver you use requires your target to make a saving throw to resist the maneuver's effects, the saving throw DC equals 8 + your proficiency bonus + your Strength or Dexterity modifier (your choice).You gain one superiority die, which is a d6 (this die is added to any superiority dice you have from another source). This die is used to fuel your maneuvers. A superiority die is expended when you use it. You regain your expended superiority dice when you finish a short or long rest.
medium-armor-master|Source: Player's HandbookPrerequisite: Proficiency with medium armorYou have practiced moving in medium armor to gain the following benefits:Wearing medium armor doesn't impose disadvantage on your Dexterity (Stealth) checks.When you wear medium armor, you can add 3, rather than 2, to your AC if you have a Dexterity of 16 or higher.
metamagic-adept|Source: Tasha's Cauldron of EverythingPrerequisite: Spellcasting or Pact Magic featureYou've learned how to exert your will on your spells to alter how they function:You learn twoMetamagic optionsof your choice from the sorcerer class. You can use only one Metamagic option on a spell when you cast it, unless the option says otherwise. Whenever you reach a level that grants the Ability Score Improvement feature, you can replace one of these Metamagic options with another one from the sorcerer class.You gain 2 sorcery points to spend on Metamagic (these points are added to any sorcery points you have from another source but can be used only on Metamagic). You regain all spent sorcery points when you finish a long rest.
mobile|Source: Player's HandbookYou are exceptionally speedy and agile. You gain the following benefits:Your speed increases by 10 feet.When you use the Dash action, difficult terrain doesn't cost you extra movement on that turn.When you make a melee attack against a creature, you don't provoke opportunity attacks from that creature for the rest of the turn, whether you hit or not.
moderately-armored|Source: Player's HandbookPrerequisite: Proficiency with light armorYou have trained to master the use of medium armor and shields, gaining the following benefits:Increase your Strength or Dexterity score by 1, to a maximum of 20.You gain proficiency with medium armor and shields.
mounted-combatant|Source: Player's HandbookYou are a dangerous foe to face while mounted. While you are mounted and aren't incapacitated, you gain the following benefits:You have advantage on melee attack rolls against any unmounted creature that is smaller than your mount.You can force an attack targeted at your mount to target you instead.If your mount is subjected to an effect that allows it to make Dexterity saving throw to take only half damage, it instead takes no damage if it succeeds on the saving throw, and only half damage if it fails.
observant|Source: Player's HandbookQuick to notice details of your environment, you gain the following benefits:Increase your Intelligence or Wisdom score by 1, to a maximum of 20.If you can see a creature's mouth while it is speaking a language you understand, you can interpret what it's saying by reading its lips.You have a +5 bonus to your passive Wisdom (Perception) and passive Intelligence (Investigation) scores.
piercer|Source: Tasha's Cauldron of EverythingYou have achieved a penetrating precision in combat, granting you the following benefits:Increase your Strength or Dexterity by 1, to a maximum of 20.Once per turn, when you hit a creature with an attack that deals piercing damage, you can re-roll one of the attack’s damage dice, and you must use the new roll.When you score a critical hit that deals piercing damage to a creature, you can roll one additional damage die when determining the extra piercing damage the target takes.
poisoner|Source: Tasha's Cauldron of EverythingYou can prepare and deliver deadly poisons, gaining the following benefits:When you make a damage roll, you ignore resistance to poison damage.You can coat a weapon in poison as a bonus action, instead of an action.You gain proficiency with the poisoner's kit if you don't already have it. With one hour of work using a poisoner's kit and expending 50 gp worth of materials, you can create a number of doses of potent poison equal to your proficiency bonus. Once applied to a weapon or piece of ammunition, the poison retains its potency for 1 minute or until you hit with the weapon or ammunition. When a creature takes damage from the coated weapon or ammunition, that creature must succeed on a DC 14 Constitution saving throw or take 2d8 poison damage and become poisoned until the end of your next turn.
polearm-master|Source: Player's HandbookYou gain the following benefits:When you take the Attack action and attack with only a glaive, halberd, quarterstaff, or spear, you can use a bonus action to make a melee attack with the opposite end of the weapon. This attack uses the same ability modifier as the primary attack. The weapon's damage die for this attack is a d4, and it deals bludgeoning damage.While you are wielding a glaive, halberd, pike, quarterstaff, or spear, other creatures provoke an opportunity attack from you when they enter the reach you have with that weapon.
resilient|Source: Player's HandbookChoose one ability score. You gain the following benefits:Increase the chosen ability score by 1, to a maximum of 20.You gain proficiency in saving throws using the chosen ability.
ritual-caster|Source: Player's HandbookPrerequisite: Intelligence or Wisdom of 13 or higherYou have learned a number of spells that you can cast as rituals. These spells are written in a ritual book, which you must have in hand while casting one of them.When you choose this feat, you acquire a ritual book holding two 1st-level spells of your choice. Choose one of the following classes: bard, cleric, druid, sorcerer, warlock, or wizard. You must choose your spells from that class's spell list, and the spells you choose must have the ritual tag. The class you choose also must have the ritual tag. The class you choose also determines your spellcasting ability for these spells: Charisma for bard, sorcerer, or warlock; Wisdom for cleric or druid; or Intelligence for wizard.If you come across a spell in written form, such as a magical spell scroll or a wizard's spellbook, you might be able to add it to your ritual book. The spell must be on the spell list for the class you chose, the spell's level can be no higher than half your level (rounded up), and it must have the ritual tag. The process of copying the spell into your ritual book takes 2 hours per level of the spell, and costs 50 gp per level. The cost represents the material components you expend as you experiment with the spell to master it, as well as the fine inks you need to record it.
savage-attacker|Source: Player's HandbookOnce per turn when you roll damage for a melee weapon attack, you can reroll the weapon's damage dice and use either total.
sentinel|Source: Player's HandbookYou have mastered techniques to take advantage of every drop in any enemy's guard, gaining the following benefits.When you hit a creature with an opportunity attack, the creature's speed becomes 0 for the rest of the turn.Creatures provoke opportunity attacks from you even if they take the Disengage action before leaving your reach.When a creature within 5 feet of you makes an attack against a target other than you (and that target doesn't have this feat), you can use your reaction to make a melee weapon attack against the attacking creature.
shadow-touched|Source: Tasha's Cauldron of EverythingYour exposure to the Shadowfell's magic has changed you, granting you the following benefits:Increase your Intelligence, Wisdom, or Charisma score by 1, to a maximum of 20.You learn theInvisibilityspell and one 1st-level spell of your choice. The 1st-level spell must be from theIllusionorNecromancyschool of magic. You can cast each of these spells without expending a spell slot. Once you cast either of these spells in this way, you can't cast that spell in this way again until you finish a long rest. You can also cast these spells using spell slots you have of the appropriate level. The spells' spellcasting ability is the ability increased by this feat.
sharpshooter|Source: Player's HandbookYou have mastered ranged weapons and can make shots that others find impossible. You gain the following benefits:Attacking at long range doesn't impose disadvantage on your ranged weapon attack rolls.Your ranged weapon attacks ignore half and three-quarters cover.Before you make an attack with a ranged weapon that you are proficient with, you can choose to take a -5 penalty to the attack roll. If that attack hits, you add +10 to the attack's damage.
shield-master|Source: Player's HandbookYou use shields not just for protection but also for offense. You gain the following benefits while you are wielding a shield:If you take the Attack action on your turn, you can use a bonus action to try to shove a creature within 5 feet of you with your shield.If you aren't incapacitated, you can add your shield's AC bonus to any Dexterity saving throw you make against a spell or other harmful effect that targets only you.If you are subjected to an effect that allows you to make a Dexterity saving throw to take only half damage, you can use your reaction to take no damage if you succeed on the saving throw, interposing your shield between yourself and the source of the effect.
skill-expert|Source: Tasha's Cauldron of EverythingYou have honed your proficiency with particular skills, granting you the following benefits:Increase one ability score of your choice by 1, to a maximum of 20.You gain proficiency in one skill of your choice.Choose one skill in which you have proficiency. You gain expertise with that skill, which means your proficiency bonus is doubled for any ability check you make with it. The skill you choose must be one that isn't already benefiting from a feature, such as Expertise, that doubles your proficiency bonus.
skilled|Source: Player's HandbookYou gain proficiency in any combination of three skills or tools of your choice.
skulker|Source: Player's HandbookPrerequisite: Dexterity 13 or higherYou are an expert at slinking through shadows. You gain the following benefits:You can try to hide when you are lightly obscured from the creature from which you are hiding.When you are hidden from a creature and miss it with a ranged weapon attack, making the attack doesn't reveal your position.Dim light doesn't impose disadvantage on your Wisdom (Perception) checks relying on sight.
slasher|Source: Tasha's Cauldron of EverythingYou've learned where to cut to have the greatest results, granting you the following benefits:Increase your Strength or Dexterity by 1, to a maximum of 20.Once per turn when you hit a creature with an attack that deals slashing damage, you can reduce the speed of the target by 10 feet until the start of your next turn.When you score a critical hit that deals slashing damage to a creature, you grievously wound it. Until the start of your next turn, the target has disadvantage on all attack rolls.
spell-sniper|Source: Player's HandbookPrerequisite: The ability to cast at least one spellYou have learned techniques to enhance your attacks with certain kinds of spells, gaining the following benefits:When you cast a spell that requires you to make an attack roll, the spell's range is doubled.Your ranged spell attacks ignore half cover and three-quarters cover.You learn one cantrip that requires an attack roll. Choose the cantrip from the bard, cleric, druid, sorcerer, warlock, or wizard spell list. Your spellcasting ability for this cantrip depends on the spell list you chose from: Charisma for bard, sorcerer, and warlock; Wisdom for cleric or druid; or Intelligence for wizard.
squire-of-solamnia|Source: Dragonlance: Shadow of the Dragon QueenPrerequisite: Dragonlance Campaign, Fighter or Paladin Class or Knight of Solamnia BackgroundYour training in the ways of the Knights of Solamnia grants you these benefits:Mount Up.Mounting or dismounting costs you only 5 feet of movement.Precise Strike.Once per turn, when you make a weapon attack roll against a creature, you can cause the attack roll to have advantage. If the attack hits, you roll a d8 and add the number rolled as a bonus to the attack's damage roll. You can use this benefit a number of times equal to your proficiency bonus, but a use is expended only if the attack hits. You regain all expended uses when you finish a long rest.
strixhaven-initiate|Source: Strixhaven: A Curriculum of ChaosYou have studied some magical theory and have learned a few spells associated with Strixhaven University.Choose one of Strixhaven's colleges: Lorehold, Prismari. Quandrix, Silverquill, or Witherbloom. You learn two cantrips and one 1st-level spell based on the college you choose, as specified in the Strixhaven Spells table.You can cast the chosen 1st-level spell without a spell slot, and you must finish a long rest before you can cast it in this way again. You can also cast the spell using any spell slots you have.Your spellcasting ability for this feat's spells is Intelligence, Wisdom, or Charisma (choose when you select this feat).Strixhaven SpellsCollegeCantrips1st-Level SpellLoreholdChoose two fromLight,Sacred Flame, andThaumaturgy.Choose one 1st-levelClericorWizardspell.PrismariChoose two fromFire Bolt,Prestidigitation, andRay of Frost.Choose one 1st-levelBardorSorcererspell.QuandrixChoose two fromDruidcraft,Guidance, andMage Hand.Choose one 1st-levelDruidorWizardspell.SilverquillChoose two fromSacred Flame,Thaumaturgy, andVicious Mockery.Choose one 1st-levelBardorClericspell.WitherbloomChoose two fromChill Touch,Druidcraft, andSpare the Dying.Choose one 1st-levelDruidorWizardspell.
strixhaven-mascot|Source: Strixhaven: A Curriculum of ChaosPrerequisite: 4th Level, Strixhaven Initiate FeatYou have learned how to summon a Strixhaven mascot to assist you, granting you these benefits:You can cast theFind Familiarspell as a ritual. Your familiar can take the form of the mascot associated with the college you chose for the Strixhaven Initiate feat: aspirit statue mascot(Lorehold), anart elemental mascot(Prismari), afractal mascot(Quandrix), aninkling mascot(Silverquill), or apest mascot(Witherbloom).When you take the Attack action on your turn, you can forgo one attack to allow your mascot familiar to make one attack of its own with its reaction.If your mascot familiar is within 60 feet of you, you can be teleported as an action, swapping places with the familiar. If your destination space is too small for you to occupy, the teleportation fails and is wasted. Once you teleport this way, you can't do so again until you finish a long rest, unless you expend a spell slot of 2nd level or higher to do it again.
tavern-brawler|Source: Player's HandbookAccustomed to the rough-and-tumble fighting using whatever weapons happen to be at hand, you gain the following benefits:Increase your Strength or Consititution score by 1, to a maximum of 20.You are proficient with improvised weapons.Your unarmed strike uses a d4 for damage.When you hit a creature with an unarmed strike or an improvised weapon on your turn, you can use a bonus action to attempt to grapple the target.
telekinetic|Source: Tasha's Cauldron of EverythingYou learn to move things with your mind, granting you the following benefits:Increase your Intelligence, Wisdom, or Charisma score by 1, to a maximum of 20.You learn themage handcantrip. You can cast it without verbal or somatic components, and you can make the spectral hand invisible. If you already know this spell, its range increases by 30 feet when you cast it. Its spellcasting ability is the ability increased by this feat.As a bonus action, you can try to telekinetically shove one creature you can see within 30 feet of you. When you do so, the target must succeed on a Strength saving throw (DC 8 + your proficiency bonus + the ability modifier of the score increased by this feat) or be moved 5 feet toward or away from you. A creature can willingly fail this save.
telepathic|Source: Tasha's Cauldron of EverythingYou awaken the ability to mentally connect with others, granting you the following benefits:Increase your Intelligence, Wisdom, or Charisma score by 1, to a maximum of 20.You can speak telepathically to any creature you can see within 60 feet of you. Your telepathic utterances are in a language you know, and the creature understands you only if it knows that language. Your communication doesn't give the creature the ability to respond to you telepathically.You can cast theDetect Thoughtsspell, requiring no spell slot or components, and you must finish a long rest before you can cast it this way again. Your spellcasting ability for the spell is the ability increased by this feat. If you have spell slots of 2nd level or higher, you can cast this spell with them.
tough|Source: Player's HandbookYour hit point maximum increases by an amount equal to twice your level when you gain this feat. Whenever you gain a level thereafter, your hit point maximum increases by an additional 2 hit points.
war-caster|Source: Player's HandbookPrerequisite: The ability to cast at least one spellYou have practiced casting spells in the midst of combat, learning techniques that grant you the following benefits:You have advantage on Constitution saving throws that you make to maintain your concentration on a spell when you take damage.You can perform the somatic components of spells even when you have weapons or a shield in one or both hands.When a hostile creature's movement provokes an opportunity attack from you, you can use your reaction to cast a spell at the creature, rather than making an opportunity attack. The spell must have a casting time of 1 action and must target only that creature.
weapon-master|Source: Player's HandbookYou have practiced extensively with a variety of weapons, gaining the following benefits:Increase your Strength or Dexterity score by 1, to a maximum of 20.You gain proficiency with four weapons of your choice. Each one must be a simple or a martial weapon.
acrobat|Source: Unearthed Arcana 38 - Feats for SkillsYou become more nimble, gaining the following benefits:Increase your Dexterity score by 1, to a maximum of 20.You gain proficiency in the Acrobatics skill. If you are already proficient in the skill, you add double your proficiency bonus to checks you make with it.As a bonus action, you can make a DC 15 Dexterity (Acrobatics) check. If you succeed, difficult terrain doesn’t cost you extra movement until the end of the current turn.
adept-of-the-black-robes-ua|Source: Unearthed Arcana 81 - Heroes of KrynnPrerequisite: 4th Level, High Sorcery Initiate Feat, Any Non-Good AlignmentYour ambition and loyalty to the Order of the Black Robes has been recognized, granting you these benefits:Ambitious Magic.You learn one 2nd-level spell of your choice. The 2nd-level spell must be from theEvocationorNecromancyschool of magic. You can cast this feat’s 2nd-level spell without a spell slot, and you must finish a long rest before you can cast it in this way again. You can also cast this spell using spell slots you have of the appropriate level. The spell’s spellcasting ability is the one chosen when you gained the Initiate of High Sorcery feat.Life Channel.You can channel your lifeforce into the power of your magic. When a creature you can see within 60 feet of you fails on a saving throw against a spell you cast, you can expend a number of Hit Dice equal to the level of the spell. Roll a number of Hit Die equal to half the number of Hit Dice expended (rounded up) and the damage the triggering creature takes increases by an amount equal to the total rolled of those dice.
adept-of-the-red-robes-ua|Source: Unearthed Arcana 81 - Heroes of KrynnPrerequisite: 4th Level, High Sorcery Initiate FeatYour pursuit of truth and dedication to maintaining the balance between all things has been recognized by the Order of the Red Robes, granting you these benefits:Insightful Magic.You learn one 2nd-level spell of your choice. The 2nd-level spell must be from theDivinationorTransmutationschool of magic. You can cast this feat’s 2nd-level spell without a spell slot, and you must finish a long rest before you can cast it in this way again. You can also cast this spell using spell slots you have of the appropriate level. The spell’s spellcasting ability is the one chosen when you gained the Initiate of High Sorcery feat.Magical Balance.When you make an attack roll, an ability check, or a saving throw, and roll a 9 or lower on the d20, you can use your reaction to balance fate and treat the roll as a 10. You can use this reaction a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest.
adept-of-the-white-robes-ua|Source: Unearthed Arcana 81 - Heroes of KrynnPrerequisite: 4th Level, High Sorcery Initiate Feat, Any Non-Evil AlignmentYour oath to use magic to make the world a better place has been recognized by the Order of the White Robes, granting you these benefits:Protective Magic.You learn one 2nd-level spell of your choice. The 2nd-level spell must be from theAbjurationorConjurationschool of magic. You can cast this feat’s 2nd-level spell without a spell slot, and you must finish a long rest before you can cast it in this way again. You can also cast this spell using spell slots you have of the appropriate level. The spell’s spellcasting ability is the one chosen when you gained the Initiate of High Sorcery feat.Protective Ward.When you or a creature you can see within 30 feet of you takes damage, you can use your reaction to expend a spell slot and weave protective magic around the target. Roll a number of d4s equal to the level of the spell slot expended and reduce the damage the target takes by the total rolled on those dice + your spellcasting ability modifier.
agent-of-order-ua|Source: Unearthed Arcana 85 - Wonders of the MultiversePrerequisite: 4th Level, Scion of the Outer Planes (Lawful Outer Plane) FeatYou can channel cosmic forces of order that lock the multiverse into patterns. Your actions are your own to choose, but these forces grant you the following benefits:Ability Score Increase.Increase an ability score of your choice by 1, to a maximum of 20.Stasis Strike.Once per turn when you damage a creature you can see within 60 feet of yourself, you can deal an extra 1d8 force damage to the target, and it must succeed on a Wisdom saving throw (DC equal to 8 + your proficiency bonus + the modifier of the ability score increased by this feat) or be restrained by spectral bindings until the start of your next turn. These bindings manifest as chains, gears, encasing stone, or some other symbol of stasis. You can use this benefit a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest.
alchemist|Source: Unearthed Arcana 15 - FeatsYou have studied the secrets of alchemy and are an expert in its practice, gaining the following benefits:Increase your Intelligence score by 1, to a maximum of 20.You gain proficiency with alchemist’s supplies. If you are already proficient with them, you double your proficiency bonus to checks you make with them.As an action, you can identify one potion within 5 feet of you, as if you had tasted it. You must see the liquid for this benefit to work.Over the course of any short rest, you can temporarily improve the potency of one potion of healing of any rarity. To use this benefit, you must have alchemist’s supplies with you, and the potion must be within reach. If the potion is drunk no more than 1 hour after the short rest ends, the creature drinking the potion can forgo the potion’s die roll and regains the maximum number of hit points that the potion can restore.
animal-handler|Source: Unearthed Arcana 38 - Feats for SkillsYou master the techniques needed to train and handle animals. You gain the following benefits:Increase your Wisdom score by 1, to a maximum of 20.You gain proficiency in the Animal Handling skill. If you are already proficient in the skill, you add double your proficiency bonus to checks you make with it.You can use a bonus action on your turn to command one friendly beast within 60 feet of you that can hear you and that isn’t currently following the command of someone else. You decide now what action the beast will take and where it will move during its next turn, or you issue a general command that lasts for 1 minute, such as to guard a particular area.
arcanist|Source: Unearthed Arcana 38 - Feats for SkillsYou study the arcane arts, gaining the following benefits:Increase your Intelligence score by 1, to a maximum of 20.You gain proficiency in the Arcana skill. If you are already proficient in the skill, you add double your proficiency bonus to checks you make with it.You learn thePrestidigitationandDetect Magicspells. You can castDetect Magiconce without expending a spell slot, and you regain the ability to do so when you finish a long rest.
baleful-scion-ua|Source: Unearthed Arcana 85 - Wonders of the MultiversePrerequisite: 4th Level, Scion of the Outer Planes (Evil Outer Plane) FeatYou can channel cosmic forces of evil that cause pain but invigorate your being. You can choose your own actions despite this malign connection. You gain the following benefits:Ability Score Increase.Increase an ability score of your choice by 1, to a maximum of 20.Life-Draining Grasp.Once per turn, when you hit a creature with a melee weapon attack, you can also deal necrotic damage to it. The damage equals 1d6 + your proficiency bonus, and you regain a number of hit points equal to this necrotic damage dealt. You can use this feature a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest.
blade-mastery|Source: Unearthed Arcana 15 - FeatsYou master the shortsword, longsword, scimitar, rapier, and greatsword. You gain the following benefits when using any of them:You gain a +1 bonus to attack rolls you make with the weapon.On your turn, you can use your reaction to assume a parrying stance, provided you have the weapon in hand. Doing so grants a +1 bonus to your AC until the start of your next turn or until you're not holding the weapon.When you make an opportunity attack with the weapon, you have advantage on the attack roll.
brawny|Source: Unearthed Arcana 38 - Feats for SkillsYou become stronger, gaining the following benefits:Increase your Strength score by 1, to a maximum of 20.You gain proficiency in the Athletics skill. If you are already proficient in the skill, you add double your proficiency bonus to checks you make with it.You count as if you were one size larger for the purpose of determining your carrying capacity.
burglar|Source: Unearthed Arcana 15 - FeatsYou pride yourself on your quickness and your close study of certain clandestine activities. You gain the following benefits:Increase your Dexterity score by 1, to a maximum of 20.You gain proficiency with thieves’ tools. If you are already proficient with them, you add double your proficiency bonus to checks you make with them.
cartomancer-ua|Source: Unearthed Arcana 85 - Wonders of the MultiversePrerequisite: 4th Level; Sorcerer, Warlock, or Wizard ClassYou have learned to channel your magic through a deck of playing cards, granting you these benefits:Card Focus.You can use a deck of cards as your spellcasting focus. When you use the deck as a focus to cast a spell that deals damage, roll a d4. You gain a bonus to one damage roll of the spell equal to the number rolled. This bonus applies to one creature of your choice that you can see damaged by the spell; you can use this benefit a number of times equal to your proficiency bonus, and you regain all expended uses of it when you finish a long rest.Card Tricks.You learn the prestidigitation cantrip and can use it to create illusions that duplicate the effects of stage magic. When you use prestidigitation in this way, you can conceal the verbal and somatic components of the spell as mundane conversation and card-handling.Hidden Ace.When you finish a long rest, you can choose one spell you know and imbue it into a card; the chosen spell must have a casting time of 1 action, and its level must be less than or equal to your proficiency bonus. While the card is imbued with the spell, you can use your bonus action to flourish the card and cast the spell within. The card then immediately loses its magic.
cohort-of-chaos-ua|Source: Unearthed Arcana 85 - Wonders of the MultiversePrerequisite: 4th Level,Scion of the Outer Planes(Chaotic Outer Plane) FeatYou can channel the cosmic forces of chaos that drive the multiverse toward both freedom and disarray. Your actions are still yours to choose, but you gain these benefits:Ability Score Increase.Increase an ability score of your choice by 1, to a maximum of 20.Chaotic Flare.When you roll a 1 or a 20 on an attack roll or a saving throw, the magic of chaos flows through you. Roll on the Chaotic Flares table to determine what happens. A flare lasts until the end of your next turn, and a new flare can’t occur until after the first flare ends.Chaotic Flaresd4Flare1Disruption Field.Waves of energy ripple in a 10-foot sphere centered on you. Every creature other than you that starts its turn in that area, or that moves into that area for the first time on a turn, takes 1d8 force damage.2Battle Fury.A creature of your choice that you can see is filled with reckless fury. The creature has advantage on attack rolls and disadvantage on ability checks.3Unbound.When you move, you can use some or all of your walking speed to teleport once, along with any equipment you’re wearing or carrying, up to the distance used to an unoccupied space that you can see.4Wailing Winds.Howling winds swirl around you in a 60-foot radius. You and any creature in that radius has disadvantage on Wisdom saving throws.You can also forcibly release a chaotic flare as a bonus action, rolling on the table as normal to determine the effects. You can use this bonus action a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest.
diplomat|Source: Unearthed Arcana 38 - Feats for SkillsYou master the arts of diplomacy, gaining the following benefits:Increase your Charisma score by 1, to a maximum of 20.You gain proficiency in the Persuasion skill. If you are already proficient in this skill, you add double your proficiency bonus to checks you make with it.If you spend 1 minute talking to someone who can understand what you say, you can make a Charisma (Persuasion) check contested by the creature's Wisdom (Insight) check. If you or your companions are fighting the creature, your check automatically fails. If your check succeeds, the target is charmed by you as long as it remains within 60 feet of you and for 1 minute thereafter.
divine-communications-ua|Source: Unearthed Arcana 81 - Heroes of KrynnPrerequisite: 4th Level, Divinely Favored FeatYour connection to your god deepens, granting you these benefits:Ability Score Increase.Increase the ability score of the spellcasting ability chosen when you gained the Divinely Favored feat by 1, to a maximum of 20.Celestial Tongues.You learn to speak, read, and write Celestial, and two other languages of your choice.Divine Omens.You can cast theAuguryandCommunespell without a spell slot, and you must finish 1d4 long rests before you can cast it in this way again. You can also cast the spell using spell slots you have of the appropriate level. The spell’s spellcasting ability is the one chosen when you gained the Divinely Favored feat.
divinely-favored-ua|Source: Unearthed Arcana 81 - Heroes of KrynnA god has chosen you to carry a spark of their divine power.You learn theThaumaturgycantrip and one 1st-level spell based on the alignment of your character, as specified in the Alignment Spells table.You can cast the chosen 1st-level spell without a spell slot, and you must finish a long rest before you can cast it in this way again. You can also cast the spell using any spell slots you have.Your spellcasting ability for this feat’s spells is Intelligence, Wisdom, or Charisma (choose when you select this feat).Alignment SpellsAlignment1st-level SpellsEvilChoose one 1st-levelWarlockorWizardspell.GoodChoose one 1st-levelClericorWizardspell.NeutralChoose one 1st-levelDruidorWizardspell.In addition, you can use a holy symbol as a spellcasting focus for any spell you cast that uses the spellcasting ability you choose when you select this feat.
dragonmark-ua|Source: Unearthed Arcana 1 - EberronYou have a magical mark that indicates you are a member of one of the dragonmarked houses. Select one of the options from the Dragonmarks table.You gain the ability to innately cast spells and cantrips, as summarized in the Dragonmark Benefits table, using the spellcasting ability listed under the Ability column. You cast each spell at its lowest level. Once you cast a given spell this way, you must finish a long rest before you can cast it innately again. You must still expend any material components. Your dragonmark confers the following benefits:When you first take this feat, you gain theleast dragonmark. You learn the spells listed under the Least column.At 5th level and higher, your mark becomes more potent, improving tolesser dragonmark. You also learn the spell listed under the Lesser column.At 9th level and higher, your mark's power increases again, becoming agreater dragonmark. You also learn the spell listed under the Greater column.Dragonmark BenefitsMarkAbilityLeastLesserGreaterDetectionWisdomDetect magic,mage handDetect thoughtsClairvoyanceFindingWisdomDetect magic,mage handLocate objectClairvoyanceHandlingWisdomDruidcraft,speak with animalsBeast senseConjure animalsHealingWisdomCure wounds,spare the dyingLesser restorationRevivifyHospitalityCharismaFriends,unseen servantRope TrickLeomund's tiny hutMakingIntelligenceIdentify,mendingMagic weaponFabricatePassageIntelligenceExpeditious retreat,lightMisty stepTeleportation circleScribingIntelligenceComprehend languages,messageSendingTonguesSentinelWisdomBlade ward,compelled duelBlurProtection from energyShadowCharismaDancing lights,disguise selfDarknessNondetectionStormIntelligenceFog cloud,shocking graspGust of windSleet stormWardingIntelligenceAlarm,resistanceArcane lockMagic circle
